Issue Date,Applied Date,Permit Type,Property Class,Permit Class,Work Class,Status Current,Total Job Valuation,Housing Units,Number Of Floors,Council District,Original Zip,Latitude,Longitude,Contractor Company Name,Fiscal Year Issued,Calendar Year Issued,Has Valuation
2020-07-20,2020-07-16,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78745.0,30.21929577,-97.7965269,,2020,2020,No
2020-07-20,2020-07-20,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,Med-Tex Electric,2020,2020,No
2020-07-20,2020-06-18,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78747.0,,,Victory Plumbing Company,2020,2020,No
2020-07-20,2019-03-11,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,4,78752.0,30.33293773,-97.69897413,Aguirre Remodels,2020,2020,No
2020-07-20,2020-07-17,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,9,78723.0,30.30635266,-97.70916489,Dalworth Lighting & Electrical Services,2020,2020,No
2020-07-17,2020-07-15,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,30.40711299,-97.62500876,,2020,2020,No
2020-07-17,2020-07-16,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Easton Electric Llc,2020,2020,No
2020-07-17,2020-07-16,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78759.0,30.38104201,-97.76174244,,2020,2020,No
2020-07-16,2020-07-14,Mechanical Permit,Residential,Residential,Change Out,Final,,,,10,78750.0,30.37921066,-97.78948733,American Residential Services (Ars),2020,2020,No
2020-07-16,2020-07-15,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78744.0,30.17697599,-97.76228544,,2020,2020,No
2020-07-16,2020-07-14,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78738.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-07-16,2020-02-11,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,,,,2020,2020,No
2020-07-16,2020-05-11,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78702.0,30.25431245,-97.72935014,,2020,2020,No
2020-07-15,2020-07-14,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78652.0,30.12209482,-97.82075481,Christianson Plumbing,2020,2020,No
2020-07-15,2020-07-13,Mechanical Permit,Residential,Residential,Change Out,Final,,,,5,78704.0,30.23562712,-97.78586079,The Coolest Llc,2020,2020,No
2020-07-15,2020-06-24,Plumbing Permit,Commercial,Commercial,Irrigation,Expired,,,,9,78705.0,30.28567397,-97.7431612,,2020,2020,No
2020-07-15,2020-07-14,Mechanical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,2,78748.0,30.17766083,-97.78899068,Jf Mechanical Services,2020,2020,No
2020-07-15,2020-07-10,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,7,78759.0,30.41770139,-97.71158874,,2020,2020,No
2020-07-15,2020-07-14,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.24778273,-97.78057295,,2020,2020,No
2020-07-15,2020-07-15,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,1,78752.0,,,,2020,2020,No
2020-07-15,2020-07-10,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,9,78722.0,30.29794573,-97.71015099,,2020,2020,No
2020-07-15,2020-07-14,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78759.0,30.42648361,-97.76190108,M.R. Electrical,2020,2020,No
2020-07-15,2020-07-15,Electrical Permit,Commercial,Sign Permit,Freestanding,Final,,,,6,78729.0,30.44031327,-97.75276499,,2020,2020,No
2020-07-15,2020-07-15,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.15610197,-97.75835612,,2020,2020,No
2020-07-14,2020-04-29,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,2,78744.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-07-14,2019-11-13,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.15559126,-97.75908182,,2020,2020,No
2020-07-14,2020-07-09,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,7,78753.0,30.4068421,-97.64508658,"In Charge Electrical Services, Llc",2020,2020,No
2020-07-14,2019-05-01,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78703.0,30.301966,-97.75703165,,2020,2020,No
2020-07-13,2020-07-13,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39130654,-97.61396775,,2020,2020,No
2020-07-13,2019-12-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39130468,-97.6156969,,2020,2020,No
2020-07-13,2020-01-29,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39054896,-97.61430003,,2020,2020,No
2020-07-10,2020-07-09,Electrical Permit,Commercial,Commercial,New,Final,,1.0,1.0,Unknown,78754.0,,,Bj Electric Company,2020,2020,No
2020-07-10,2020-07-06,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,9,78751.0,,,,2020,2020,No
2020-07-10,2020-07-09,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,0.0,8,78739.0,30.17476091,-97.91274213,,2020,2020,No
2020-07-10,2020-07-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,,,,2020,2020,No
2020-07-10,2020-02-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78753.0,30.40752695,-97.64508653,,2020,2020,No
2020-07-09,2020-07-09,Plumbing Permit,Residential,Residential,New,Final,,0.0,0.0,Unknown,78725.0,30.21781401,-97.63260308,,2020,2020,No
2020-07-09,2020-02-04,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39182581,-97.61433065,,2020,2020,No
2020-07-09,2019-05-01,Plumbing Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,1.0,10,78703.0,30.301966,-97.75703165,,2020,2020,No
2020-07-09,2020-07-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.25471062,-97.77243478,,2020,2020,No
2020-07-08,2019-07-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.12788264,-97.80796785,,2020,2020,No
2020-07-08,2020-06-23,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,1,78723.0,30.29281572,-97.66931997,"Cag Electric, Llc",2020,2020,No
2020-07-08,2020-03-25,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78758.0,30.39582405,-97.69771909,,2020,2020,No
2020-07-08,2019-10-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.16025857,-97.72647206,,2020,2020,No
2020-07-08,2020-07-08,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,6,78726.0,,,,2020,2020,No
2020-07-08,2020-03-18,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78747.0,,,,2020,2020,No
2020-07-08,2020-07-08,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,3,78745.0,,,,2020,2020,No
2020-07-07,2018-11-19,Mechanical Permit,Commercial,Commercial,Repair,Final,,2.0,0.0,3,78741.0,,,Air Heating & Cooling,2020,2020,No
2020-07-07,2020-02-04,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78701.0,,,D3 Mechanical Llc,2020,2020,No
2020-07-07,2020-07-06,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,3,78702.0,,,Lowry Electrical Contracting,2020,2020,No
2020-07-06,2020-07-05,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78725.0,30.21749061,-97.6308323,,2020,2020,No
2020-07-06,2020-03-28,Electrical Permit,Commercial,"C- 324 Office, Bank & Professional Bldgs",Shell,Final,,1.0,5.0,6,78729.0,,,,2020,2020,No
2020-07-06,2019-10-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.16037799,-97.72652897,,2020,2020,No
2020-07-02,2020-06-29,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,10,78703.0,30.28191273,-97.77058179,,2020,2020,No
2020-07-02,2020-07-01,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,0.0,8,78739.0,30.19919625,-97.89720463,"Clarke Kent Plumbing, Inc.",2020,2020,No
2020-07-02,2020-06-30,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,9,78722.0,,,Strand Brothers Service Experts,2020,2020,No
2020-07-01,2018-12-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78757.0,30.33938942,-97.73560872,,2020,2020,No
2020-07-01,2020-05-11,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78747.0,,,Woods Comfort Systems,2020,2020,No
2020-06-30,2020-06-29,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,5,78748.0,30.17619053,-97.8389361,,2020,2020,No
2020-06-29,2020-03-26,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,8,78735.0,,,,2020,2020,No
2020-06-29,2020-06-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46193758,-97.67955329,,2020,2020,No
2020-06-29,2020-06-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78750.0,30.45491022,-97.81892081,,2020,2020,No
2020-06-29,2020-06-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46198338,-97.67937423,,2020,2020,No
2020-06-29,2020-06-26,Mechanical Permit,Residential,Residential,Change Out,VOID,,,,10,78731.0,30.36611254,-97.75664073,,2020,2020,No
2020-06-29,2020-06-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.1641556,-97.81786673,,2020,2020,No
2020-06-26,2017-06-23,Electrical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,6.0,1.0,9,78701.0,,,"Mres Texas Construction, Llc.",2020,2020,No
2020-06-26,2020-06-25,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78748.0,30.17640296,-97.80072976,,2020,2020,No
2020-06-25,2020-06-24,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,30.40686776,-97.62472689,Victory Plumbing Company,2020,2020,No
2020-06-25,2020-02-24,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78617.0,30.15795024,-97.63865622,,2020,2020,No
2020-06-25,2020-02-13,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78747.0,,,Victory Plumbing Company,2020,2020,No
2020-06-25,2019-01-25,Driveway / Sidewalks,Residential,Res. Sidewalk,New,Final,,,,7,78757.0,,,,2020,2020,No
2020-06-24,2020-01-23,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Expired,,1.0,1.0,9,78704.0,30.25952698,-97.74631486,Capital Ti Group Inc,2020,2020,No
2020-06-24,2020-01-22,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39835813,-97.61290582,,2020,2020,No
2020-06-24,2020-06-19,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78738.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-06-24,2020-01-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.1367643,-97.76025396,,2020,2020,No
2020-06-23,2019-12-31,Electrical Permit,Commercial,Sign Permit,Freestanding,Final,,,,4,78758.0,30.37439884,-97.69358464,,2020,2020,No
2020-06-23,2020-06-17,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,8,78749.0,,,,2020,2020,No
2020-06-22,2020-01-21,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.44073357,-97.66014261,,2020,2020,No
2020-06-22,2020-01-07,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78617.0,30.14675293,-97.59175521,,2020,2020,No
2020-06-22,2020-06-18,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,8,78736.0,30.23940811,-97.90491349,,2020,2020,No
2020-06-21,2020-06-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.16769758,-97.82443408,,2020,2020,No
2020-06-19,2020-06-17,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Easton Electric Llc,2020,2020,No
2020-06-19,2019-07-01,Plumbing Permit,Commercial,Commercial,Fireline,Final,,,,9,78701.0,,,,2020,2020,No
2020-06-19,2020-06-15,Mechanical Permit,Residential,Residential,Change Out,Final,,,,5,78748.0,30.16451412,-97.82702979,,2020,2020,No
2020-06-18,2020-06-01,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,3,78741.0,,,Dynamic Electric Inc,2020,2020,No
2020-06-18,2020-06-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78703.0,30.29233728,-97.76265747,,2020,2020,No
2020-06-18,2020-06-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46629593,-97.68856794,,2020,2020,No
2020-06-17,2020-06-17,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-06-17,2019-12-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39773784,-97.61180013,,2020,2020,No
2020-06-17,2019-04-24,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.29356409,-97.64064143,,2020,2020,No
2020-06-17,2020-06-16,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78723.0,30.31360754,-97.67006153,,2020,2020,No
2020-06-16,2020-06-13,Plumbing Permit,Residential,Residential,Change Out,Final,,,,6,78759.0,30.41488072,-97.7389849,,2020,2020,No
2020-06-15,2020-06-13,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78745.0,30.20476047,-97.79916624,,2020,2020,No
2020-06-13,2020-04-30,Plumbing Permit,Residential,Residential,Irrigation,Expired,,,,1,78653.0,30.29561015,-97.55607847,,2020,2020,No
2020-06-13,2020-04-30,Plumbing Permit,Residential,Residential,Irrigation,Expired,,,,1,78653.0,30.2983583,-97.55419585,,2020,2020,No
2020-06-12,2019-12-05,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,10,78726.0,,,,2020,2020,No
2020-06-11,2019-10-25,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,,,,2020,2020,No
2020-06-11,2019-10-25,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,,,,2020,2020,No
2020-06-11,2019-04-10,Plumbing Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,,0.0,0.0,1,78754.0,,,,2020,2020,No
2020-06-11,2019-12-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39082072,-97.61492372,,2020,2020,No
2020-06-11,2020-04-10,Plumbing Permit,Residential,Residential,Remodel,Final,,1.0,1.0,5,78745.0,30.2237205,-97.78017012,,2020,2020,No
2020-06-11,2020-06-11,Plumbing Permit,Residential,Residential,New,Final,,1.0,2.0,Unknown,78725.0,30.21887149,-97.63084117,,2020,2020,No
2020-06-10,2020-06-09,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-06-10,2020-06-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.36474977,-97.64862915,,2020,2020,No
2020-06-10,2019-12-20,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39052178,-97.61366627,,2020,2020,No
2020-06-10,2019-05-14,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,1,78754.0,30.35071937,-97.67116162,Bright Now Electric,2020,2020,No
2020-06-09,2020-03-20,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,,,,2020,2020,No
2020-06-08,2019-11-04,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39796633,-97.61284707,,2020,2020,No
2020-06-08,2019-12-06,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.30115364,-97.62399169,,2020,2020,No
2020-06-08,2020-06-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78652.0,30.17193628,-97.92264417,,2020,2020,No
2020-06-08,2020-06-04,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,2.0,5,78747.0,30.14766366,-97.7776822,Make It Drain Llc,2020,2020,No
2020-06-08,2020-06-04,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,4,78757.0,30.36336695,-97.72125181,Chargestore Llc,2020,2020,No
2020-06-05,2020-06-05,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78746.0,30.27924123,-97.80208464,American Electric,2020,2020,No
2020-06-05,2020-04-20,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,3.0,7,78759.0,,,Valor Mechanical Services,2020,2020,No
2020-06-05,2019-07-11,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.23179063,-97.7850403,,2020,2020,No
2020-06-04,2020-03-06,Electrical Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,,1.0,1.0,2,78744.0,,,Triangle Electrical Contractors,2020,2020,No
2020-06-04,2020-05-26,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,10,78731.0,30.35603281,-97.76556792,,2020,2020,No
2020-06-04,2019-12-05,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78721.0,,,Greenwave Plumbing Inc,2020,2020,No
2020-06-04,2020-06-03,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,5,78747.0,30.14455088,-97.7833624,,2020,2020,No
2020-06-03,2020-06-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.2319274,-97.78514121,,2020,2020,No
2020-06-03,2020-06-03,Plumbing Permit,Residential,Residential,New,Final,,1.0,2.0,Unknown,78728.0,30.46175056,-97.67888853,,2020,2020,No
2020-06-03,2020-06-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.2319274,-97.78514121,,2020,2020,No
2020-06-02,2020-06-02,Electrical Permit,Commercial,Sign Permit,Freestanding,Expired,,,,Unknown,78728.0,30.44557172,-97.69150482,,2020,2020,No
2020-06-02,2019-09-16,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.43716338,-97.65367117,,2020,2020,No
2020-06-02,2019-11-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35673122,-97.65989866,,2020,2020,No
2020-06-02,2020-06-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.43723127,-97.65376134,,2020,2020,No
2020-06-02,2020-05-29,Plumbing Permit,Residential,Residential,Repair,Expired,,0.0,0.0,7,78759.0,30.41132319,-97.73131256,Christianson Plumbing,2020,2020,No
2020-06-01,2019-09-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.20301592,-97.69535453,,2020,2020,No
2020-06-01,2020-05-22,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Air Conductors Llc,2020,2020,No
2020-06-01,2020-05-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78617.0,30.14768537,-97.59702643,,2020,2020,No
2020-06-01,2020-05-29,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,1.0,5,78745.0,30.192642,-97.81767913,,2020,2020,No
2020-06-01,2020-05-29,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78653.0,,,Four 8 Electric,2020,2020,No
2020-05-31,2019-08-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,9,78704.0,30.24274881,-97.75075564,,2020,2020,No
2020-05-29,2018-08-29,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,1,78721.0,30.28448891,-97.68464423,,2020,2020,No
2020-05-29,2020-05-28,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,5,78652.0,,,,2020,2020,No
2020-05-29,2020-05-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,3,78721.0,30.26675385,-97.68860666,,2020,2020,No
2020-05-28,2020-02-18,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,10,78730.0,30.35503937,-97.80108814,D3 Mechanical Llc,2020,2020,No
2020-05-28,2019-04-11,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78703.0,30.29219887,-97.77470766,,2020,2020,No
2020-05-28,2020-05-28,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,30.40881731,-97.62509416,,2020,2020,No
2020-05-28,2020-05-26,Plumbing Permit,Residential,Residential,Change Out,Final,,,,Unknown,78738.0,,,,2020,2020,No
2020-05-27,2020-05-22,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78734.0,30.37810151,-97.92685421,"Sterling Winslow Holdings, Llc",2020,2020,No
2020-05-27,2020-05-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,4,78751.0,30.31435041,-97.71183849,,2020,2020,No
2020-05-27,2020-05-27,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78735.0,30.27138223,-97.87935027,"Te-Kyle, Llc Dba Texas Electric",2020,2020,No
2020-05-27,2019-12-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78721.0,,,,2020,2020,No
2020-05-27,2020-05-21,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,2,78744.0,30.15934407,-97.72437936,"In Charge Electrical Services, Llc",2020,2020,No
2020-05-27,2020-03-16,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,2,78747.0,,,Victory Plumbing Company,2020,2020,No
2020-05-26,2020-05-04,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,4,78753.0,30.34869377,-97.70187993,,2020,2020,No
2020-05-26,2020-04-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,3,78704.0,30.23183939,-97.7605145,,2020,2020,No
